Subject ID,Trial,Expected Value,Outcomes
9,119,0.986326415,1
9,120,0.992411933,1
10,1,0.5,1
10,2,0.795346038,1
10,3,0.874142479,1
10,4,0.912748837,1
10,5,0.935687333,1
10,6,0.950758589,1
10,7,0.5,0
10,8,0.961294701,1
10,9,0.968978193,0
10,10,0.937092218,0
10,11,0.907248391,1
10,12,0.954199577,0
10,13,0.923295374,0
10,14,0.894349933,1
10,15,0.948382663,1
10,16,0.965025893,1
10,17,0.97396494,1
10,18,0.979686579,0
10,19,0.947759033,1
10,20,0.973072322,0
10,21,0.941584768,1
10,22,0.970459859,1
10,23,0.979613592,1
10,24,0.984619509,1
10,25,0.987866993,1
10,26,0.990164988,1
10,27,0.991878238,1
10,28,0.993200626,1
10,29,0.994246902,0
10,30,0.961922117,0
10,31,0.931655166,1
10,32,0.973864817,0
10,33,0.942643344,0
10,34,0.913391253,1
10,35,0.963937439,1
10,36,0.977866044,1
10,37,0.984658675,1
10,38,0.988661165,0
10,39,0.956608903,1
10,40,0.980551899,0
10,41,0.948964419,1
10,42,0.976735687,0
10,43,0.945342248,1
10,44,0.974574637,1
10,45,0.983564955,0
10,46,0.951782215,0
10,47,0.922020406,1
10,48,0.967673798,1
10,49,0.979911598,1
10,50,0.985953592,0
10,51,0.954045073,1
10,52,0.978936167,0
10,53,0.94743255,1
10,54,0.975717148,1
10,55,0.984280413,1
10,56,0.988740832,1
10,57,0.991500147,0
10,58,0.959351816,1
10,59,0.982582432,1
10,60,0.988814256,1
10,61,0.991955145,1
10,62,0.993882273,0
10,63,0.961647187,1
10,64,0.984339969,1
10,65,0.990190892,0
10,66,0.958151828,0
10,67,0.928149195,1
10,68,0.972143601,1
10,69,0.98330801,1
10,70,0.98860976,0
10,71,0.956620629,1
10,72,0.980997702,0
10,73,0.949435901,1
10,74,0.977350057,1
10,75,0.985629405,1
10,76,0.989867822,1
10,77,0.992450661,0
10,78,0.960280362,1
10,79,0.983372742,1
10,80,0.989491678,1
10,81,0.992539427,1
10,82,0.994389015,0
10,83,0.962144011,1
10,84,0.984773282,1
10,85,0.990570488,0
10,86,0.95852458,1
10,87,0.982638741,1
10,88,0.989187545,0
10,89,0.957203426,0
10,90,0.92725202,1
10,91,0.971593984,1
10,92,0.982966441,1
10,93,0.98839885,0
10,94,0.956423359,1
10,95,0.98088102,1
10,96,0.987787325,1
10,97,0.991327257,0
10,98,0.95921685,1
10,99,0.982733897,1
10,100,0.989084623,1
10,101,0.992270853,1
10,102,0.994208298,0
10,103,0.961972744,1
10,104,0.984657392,1
10,105,0.99049236,0
10,106,0.958451043,1
10,107,0.982590304,1
10,108,0.989156851,0
10,109,0.957175126,0
10,110,0.927225986,1
10,111,0.971579476,1
10,112,0.982960185,1
10,113,0.988398501,0
10,114,0.956423954,1
10,115,0.980885605,1
10,116,0.987794711,1
10,117,0.991336567,0
10,118,0.959226565,1
10,119,0.982744793,1
10,120,0.989096239,1
12,1,0.5,1
12,2,0.917046308,1
12,3,0.977236325,1
12,4,0.992331482,1
12,5,0.997035784,1
12,6,0.998723879,1
12,7,0.999397796,1
12,8,0.999691476,1
12,9,0.999829583,0
12,10,0.958907705,0
12,11,0.920305656,1
12,12,0.989213347,0
12,13,0.94883502,0
12,14,0.910741216,1
12,15,0.986877768,1
12,16,0.996596136,1
12,17,0.998880166,1
12,18,0.999565658,0
12,19,0.958659351,1
12,20,0.994329748,0
12,21,0.95369366,1
12,22,0.993148076,1
12,23,0.998207748,1
12,24,0.999403657,1
12,25,0.99976519,1
12,26,0.999893903,1
12,27,0.99994592,1
12,28,0.999969323,1
12,29,0.999980918,0
12,30,0.959055658,0
12,31,0.920450374,1
12,32,0.989297502,0
12,33,0.948917355,0
12,34,0.910821807,1
12,35,0.986927453,1
12,36,0.996628419,1
12,37,0.998902122,1
12,38,0.99958118,0
12,39,0.958674511,1
12,40,0.994340807,0
12,41,0.5,1
12,42,0.917046308,0
12,43,0.878863388,0
12,44,0.953704457,1
12,45,0.842859524,0
12,46,0.808883795,0
12,47,0.993156156,1
12,48,0.998213924,0
12,49,0.957374629,0
12,50,0.918849829,1
12,51,0.988772063,0
12,52,0.948416082,0
12,53,0.910343213,1
12,54,0.986743465,1
12,55,0.996548454,1
12,56,0.998863516,1
12,57,0.999560703,0
12,58,0.958654919,1
12,59,0.994329494,0
12,60,0.953693626,1
12,61,0.776797584,1
12,62,0.959408226,0
12,63,0.993149413,1
12,64,0.920056889,0
12,65,0.998209447,1
12,66,0.999405326,1
12,67,0.999766688,0
12,68,0.958851503,0
12,69,0.882934561,0
12,70,0.920255656,0
12,71,0.883819068,0
12,72,0.849394681,1
12,73,0.847887706,1
12,74,0.973659231,0
12,75,0.933874711,0
12,76,0.979586843,0
12,77,0.939687395,1
12,78,0.989715714,0
