Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time
VTA_s11_session1_ses1,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[6825.19606684],[0],3,[1],0,0.5763974758629047
VTA_s11_session1_ses1,trial_2_neu_2_f2_f1_acum_r0_l0_task_1_sess_1,Picture,[6830.19590871],[0],3,[2],0,0.8803249325956131
VTA_s11_session1_ses1,trial_3_rew_1_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[6835.21251417],[0],1,[2],0,1.093398069988325
VTA_s11_session1_ses1,trial_4_neu_3_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[6840.19593874],[0],3,[2],0,0.942045666633021
VTA_s11_session1_ses1,trial_6_los_1_f2_f1_acum_r0_l0_task_1_sess_1,Picture,[6850.21237847],[0],2,[2],-1,0.6448797515240585
VTA_s11_session1_ses1,trial_7_rew_2_f2_f1_acum_r0_l1_task_1_sess_1,Picture,[6855.19563883],[0],1,[2],1,0.7751325567014646
VTA_s11_session1_ses1,trial_8_los_2_f1_f2_acum_r1_l1_task_1_sess_1,Picture,[6860.19562704],[0],2,[2],0,0.727633563064046
VTA_s11_session1_ses1,trial_9_los_3_f1_f2_acum_r1_l1_task_1_sess_1,Picture,[6865.21225835],[0],2,[1],-1,1.0184781133675642
VTA_s11_session1_ses1,trial_10_los_4_f2_f1_acum_r1_l2_task_1_sess_1,Picture,[6870.1955362],[0],2,[2],-1,0.44033361449419317
VTA_s11_session1_ses1,trial_11_los_5_f1_f2_acum_r1_l3_task_1_sess_1,Picture,[6875.19552289],[0],2,[2],-1,1.0737662980409368
VTA_s11_session1_ses1,trial_12_rew_3_f1_f2_acum_r1_l4_task_1_sess_1,Picture,[6880.19543547],[0],1,[1],1,1.1129159965494182
VTA_s11_session1_ses1,trial_13_neu_5_f2_f1_acum_r2_l4_task_1_sess_1,Picture,[6885.19538643],[0],3,[2],0,0.8083107891598047
VTA_s11_session1_ses1,trial_14_los_6_f1_f2_acum_r2_l4_task_1_sess_1,Picture,[6890.19533549],[0],2,[1],-1,1.0220280367548185
VTA_s11_session1_ses1,trial_15_los_7_f1_f2_acum_r2_l5_task_1_sess_1,Picture,[6895.19524313],[0],2,[2],0,1.087733359282538
VTA_s11_session1_ses1,trial_16_rew_4_f2_f1_acum_r2_l5_task_1_sess_1,Picture,[6900.19520891],[0],1,[1],0,1.0490525365084977
VTA_s11_session1_ses1,trial_17_neu_6_f1_f2_acum_r2_l5_task_1_sess_1,Picture,[6905.2118828],[0],3,[2],0,0.9249338879517381
VTA_s11_session1_ses1,trial_18_rew_5_f1_f2_acum_r2_l5_task_1_sess_1,Picture,[6910.19510932],[0],1,[1],1,1.0583032818249194
VTA_s11_session1_ses1,trial_19_neu_7_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[6915.19504318],[0],3,[1],0,1.0204034117887204
VTA_s11_session1_ses1,trial_20_neu_8_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[6920.21168133],[0],3,[1],0,1.226948970279409
VTA_s11_session1_ses1,trial_21_los_8_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[6925.19492573],[0],2,[1],0,1.3937489950631061
VTA_s11_session1_ses1,trial_22_neu_9_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[6930.19490178],[0],3,[2],0,0.7966215859205477
