Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time
VTA_P3_s1_ses1,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[2520.57036185],[0],3,[2],0,0.5131808369551436
VTA_P3_s1_ses1,trial_2_neu_2_f2_f1_acum_r0_l0_task_1_sess_1,Picture,[2525.56877295],[0],3,[1],0,0.45741216101396276
VTA_P3_s1_ses1,trial_3_rew_1_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[2530.58416019],[0],1,[2],0,0.9484403883152481
VTA_P3_s1_ses1,trial_4_neu_3_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[2535.56592889],[0],3,[1],0,1.2609777588222641
VTA_P3_s1_ses1,trial_5_neu_4_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[2540.58120552],[0],3,[2],0,0.5952758356834238
VTA_P3_s1_ses1,trial_6_los_1_f2_f1_acum_r0_l0_task_1_sess_1,Picture,[2545.57972609],[0],2,[1],-1,1.0667391174611112
VTA_P3_s1_ses1,trial_7_rew_2_f2_f1_acum_r0_l1_task_1_sess_1,Picture,[2550.57836755],[0],1,[2],1,0.5718920186668583
VTA_P3_s1_ses1,trial_8_los_2_f1_f2_acum_r1_l1_task_1_sess_1,Picture,[2555.57705119],[0],2,[2],0,0.7607958715971108
VTA_P3_s1_ses1,trial_9_los_3_f1_f2_acum_r1_l1_task_1_sess_1,Picture,[2560.57553223],[0],2,[1],-1,0.6251028698648042
VTA_P3_s1_ses1,trial_10_los_4_f2_f1_acum_r1_l2_task_1_sess_1,Picture,[2565.57407448],[0],2,[2],-1,0.604561207047027
VTA_P3_s1_ses1,trial_11_los_5_f1_f2_acum_r1_l3_task_1_sess_1,Picture,[2570.57270034],[0],2,[2],-1,0.5482018252582748
VTA_P3_s1_ses1,trial_12_rew_3_f1_f2_acum_r1_l4_task_1_sess_1,Picture,[2575.57127413],[0],1,[2],0,0.7117800202299804
VTA_P3_s1_ses1,trial_13_neu_5_f2_f1_acum_r1_l4_task_1_sess_1,Picture,[2580.56984602],[0],3,[2],0,0.9539699880374428
VTA_P3_s1_ses1,trial_14_los_6_f1_f2_acum_r1_l4_task_1_sess_1,Picture,[2585.585074],[0],2,[1],-1,1.043525974142085
VTA_P3_s1_ses1,trial_15_los_7_f1_f2_acum_r1_l5_task_1_sess_1,Picture,[2590.56701337],[0],2,[2],0,0.5283305033431134
VTA_P3_s1_ses1,trial_16_rew_4_f2_f1_acum_r1_l5_task_1_sess_1,Picture,[2595.56556018],[0],1,[2],1,0.6315303120663884
VTA_P3_s1_ses1,trial_17_neu_6_f1_f2_acum_r2_l5_task_1_sess_1,Picture,[2600.5809573],[0],3,[2],0,0.7399964876949525
VTA_P3_s1_ses1,trial_18_rew_5_f1_f2_acum_r2_l5_task_1_sess_1,Picture,[2605.56273475],[0],1,[1],1,1.1309643139925356
VTA_P3_s1_ses1,trial_19_neu_7_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2610.57799693],[0],3,[1],0,1.1584891538573174
VTA_P3_s1_ses1,trial_20_neu_8_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2615.57659011],[0],3,[2],0,0.6606961282159318
VTA_P3_s1_ses1,trial_21_los_8_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2620.57516162],[0],2,[2],0,0.8919519559244691
VTA_P3_s1_ses1,trial_22_neu_9_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2625.57373997],[0],3,[1],0,0.2909634929346794
VTA_P3_s1_ses1,trial_23_neu_10_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2630.57234417],[0],3,[1],0,0.5122198946232857
VTA_P3_s1_ses1,trial_24_neu_11_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2635.57101451],[0],3,[2],0,0.44133177180174243
VTA_P3_s1_ses1,trial_25_los_9_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2640.56953433],[0],2,[1],0,0.8974348009369351
VTA_P3_s1_ses1,trial_26_neu_12_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2645.56815981],[0],3,[2],0,0.43743687639062045
VTA_P3_s1_ses1,trial_27_neu_13_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2650.58340147],[0],3,[1],0,0.39828037697225227
VTA_P3_s1_ses1,trial_28_los_10_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2655.58198476],[0],2,[1],0,1.2432932649271606
VTA_P3_s1_ses1,trial_29_rew_6_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2660.56375803],[0],1,[1],0,0.559507722320177
VTA_P3_s1_ses1,trial_30_los_11_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2665.57902705],[0],2,[2],0,0.5834575374101405
VTA_P3_s1_ses1,trial_31_neu_14_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2670.57764836],[0],3,[2],0,0.6279849366205781
VTA_P3_s1_ses1,trial_33_rew_7_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2680.5748598],[0],1,[2],1,0.6323766483410509
VTA_P3_s1_ses1,trial_34_rew_8_f1_f2_acum_r4_l5_task_1_sess_1,Picture,[2685.57337087],[0],1,[1],1,0.881638931240559
VTA_P3_s1_ses1,trial_35_rew_9_f1_f2_acum_r5_l5_task_1_sess_1,Picture,[2690.5719823],[0],1,[1],0,1.1057036564843656
VTA_P3_s1_ses1,trial_36_los_13_f1_f2_acum_r5_l5_task_1_sess_1,Picture,[2695.58717682],[0],2,[2],-1,0.48574874627047393
VTA_P3_s1_ses1,trial_37_los_14_f1_f2_acum_r5_l6_task_1_sess_1,Picture,[2700.56927889],[0],2,[1],0,1.2213031563992445
VTA_P3_s1_ses1,trial_38_rew_10_f2_f1_acum_r5_l6_task_1_sess_1,Picture,[2705.56770063],[0],1,[2],0,0.5513349610055229
VTA_P3_s1_ses1,trial_39_neu_15_f1_f2_acum_r5_l6_task_1_sess_1,Picture,[2710.58294191],[0],3,[2],0,0.5469825916629816
