Subject,Code,,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time,Stimuli_Order,High_Reward_Chosen,High_Loss_Chosen
LN_VTA_5,trial_24_neu_11_f2_f1_acum_r3_l1_task_3_sess_1,,Picture,[7865.16991585],[0],3,2,0,1.077678854,f2_f1,,
LN_VTA_5,trial_25_los_9_f2_f1_acum_r3_l1_task_3_sess_1,,Picture,[7870.16847977],[0],2,1,0,0.730797667,f2_f1,,0
LN_VTA_5,trial_26_neu_12_f2_f1_acum_r3_l1_task_3_sess_1,,Picture,[7875.1837628],[0],3,1,0,0.718536766,f2_f1,,
LN_VTA_5,trial_27_neu_13_f1_f2_acum_r3_l1_task_3_sess_1,,Picture,[7880.16561672],[0],3,2,0,0.730242314,f1_f2,,
LN_VTA_5,trial_28_los_10_f2_f1_acum_r3_l1_task_3_sess_1,,Picture,[7885.16416162],[0],2,2,-1,0.82919486,f2_f1,,1
LN_VTA_5,trial_29_rew_6_f2_f1_acum_r3_l2_task_3_sess_1,,Picture,[7890.17941044],[0],1,2,1,0.690824632,f2_f1,1,
LN_VTA_5,trial_30_los_11_f1_f2_acum_r4_l2_task_3_sess_1,,Picture,[7895.17792722],[0],2,2,0,0.780133961,f1_f2,,0
LN_VTA_5,trial_31_neu_14_f2_f1_acum_r4_l2_task_3_sess_1,,Picture,[7900.15983322],[0],3,1,0,0.789475935,f2_f1,,
LN_VTA_5,trial_32_los_12_f2_f1_acum_r4_l2_task_3_sess_1,,Picture,[7905.17507178],[0],2,1,-1,0.768496074,f2_f1,,0
LN_VTA_5,trial_33_rew_7_f2_f1_acum_r4_l3_task_3_sess_1,,Picture,[7910.17372958],[0],1,2,1,0.928841883,f2_f1,1,
LN_VTA_5,trial_34_rew_8_f1_f2_acum_r5_l3_task_3_sess_1,,Picture,[7915.15559794],[0],1,1,1,0.907968455,f1_f2,1,
LN_VTA_5,trial_35_rew_9_f1_f2_acum_r6_l3_task_3_sess_1,,Picture,[7920.170781],[0],1,1,0,0.471253755,f1_f2,1,
LN_VTA_5,trial_36_los_13_f1_f2_acum_r6_l3_task_3_sess_1,,Picture,[7925.16934225],[0],2,2,-1,1.024215997,f1_f2,,0
LN_VTA_5,trial_37_los_14_f1_f2_acum_r6_l4_task_3_sess_1,,Picture,[7930.18456675],[0],2,1,0,0.781975824,f1_f2,,1
LN_VTA_5,trial_38_rew_10_f2_f1_acum_r6_l4_task_3_sess_1,,Picture,[7935.16661643],[0],1,2,0,0.630339662,f2_f1,1,
LN_VTA_5,trial_40_los_15_f2_f1_acum_r6_l4_task_3_sess_1,,Picture,[7945.18023036],[0],2,1,-1,0.856387752,f2_f1,,0
LN_VTA_5,trial_41_neu_16_f2_f1_acum_r6_l5_task_3_sess_1,,Picture,[7950.17892427],[0],3,2,0,0.812595291,f2_f1,,
LN_VTA_5,trial_42_rew_11_f1_f2_acum_r6_l5_task_3_sess_1,,Picture,[7955.16074208],[0],1,1,1,0.583983114,f1_f2,1,
LN_VTA_5,trial_43_neu_17_f2_f1_acum_r7_l5_task_3_sess_1,,Picture,[7960.17608403],[0],3,2,0,0.637696849,f2_f1,,
LN_VTA_5,trial_44_los_16_f2_f1_acum_r7_l5_task_3_sess_1,,Picture,[7965.17462932],[0],2,2,-1,0.533225367,f2_f1,,1
LN_VTA_5,trial_45_neu_18_f2_f1_acum_r7_l6_task_3_sess_1,,Picture,[7970.17321262],[0],3,2,0,0.989927249,f2_f1,,
LN_VTA_5,trial_46_neu_19_f2_f1_acum_r7_l6_task_3_sess_1,,Picture,[7975.17175563],[0],3,2,0,0.505483584,f2_f1,,
LN_VTA_5,trial_47_rew_12_f1_f2_acum_r7_l6_task_3_sess_1,,Picture,[7980.17033778],[0],1,1,0,0.436578427,f1_f2,1,
LN_VTA_5,trial_48_rew_13_f2_f1_acum_r7_l6_task_3_sess_1,,Picture,[7985.18553643],[0],1,2,0,0.595174172,f2_f1,1,
LN_VTA_5,trial_49_rew_14_f2_f1_acum_r7_l6_task_3_sess_1,,Picture,[7990.16743368],[0],1,2,1,0.691017732,f2_f1,1,
LN_VTA_5,trial_50_los_17_f2_f1_acum_r8_l6_task_3_sess_1,,Picture,[7995.16587254],[0],2,1,0,0.735196014,f2_f1,,0
LN_VTA_5,trial_51_rew_15_f2_f1_acum_r8_l6_task_3_sess_1,,Picture,[8000.18120422],[0],1,2,1,1.300639625,f2_f1,1,
LN_VTA_5,trial_52_rew_16_f2_f1_acum_r9_l6_task_3_sess_1,,Picture,[8005.17978258],[0],1,2,1,0.458901056,f2_f1,1,
LN_VTA_5,trial_53_rew_17_f2_f1_acum_r10_l6_task_3_sess_1,,Picture,[8010.16167869],[0],1,2,1,0.439636668,f2_f1,1,
LN_VTA_5,trial_54_rew_18_f1_f2_acum_r11_l6_task_3_sess_1,,Picture,[8015.17682488],[0],1,2,0,0.416307297,f1_f2,0,
LN_VTA_5,trial_55_los_18_f2_f1_acum_r11_l6_task_3_sess_1,,Picture,[8020.17547926],[0],2,1,0,0.744094579,f2_f1,,0
LN_VTA_5,trial_56_los_19_f1_f2_acum_r11_l6_task_3_sess_1,,Picture,[8025.17387935],[0],2,1,-1,0.523959227,f1_f2,,1
LN_VTA_5,trial_57_neu_20_f2_f1_acum_r11_l7_task_3_sess_1,,Picture,[8030.17260329],[0],3,2,0,0.746201954,f2_f1,,
LN_VTA_5,trial_58_rew_19_f1_f2_acum_r11_l7_task_3_sess_1,,Picture,[8035.17103416],[0],1,1,1,0.603331317,f1_f2,1,
LN_VTA_5,trial_60_rew_20_f1_f2_acum_r12_l7_task_3_sess_1,,Picture,[8045.16815857],[0],1,1,0,0.521082873,f1_f2,1,
LN_VTA_5,trial_61_neu_21_f1_f2_acum_r12_l7_task_3_sess_1,,Picture,[8050.1668426],[0],3,1,0,1.00640271,f1_f2,,
LN_VTA_5,trial_62_neu_22_f2_f1_acum_r12_l7_task_3_sess_1,,Picture,[8055.18191086],[0],3,2,0,0.609583691,f2_f1,,
LN_VTA_5,trial_63_rew_21_f1_f2_acum_r12_l7_task_3_sess_1,,Picture,[8060.16387996],[0],1,1,1,0.471033097,f1_f2,1,
LN_VTA_5,trial_64_neu_23_f1_f2_acum_r13_l7_task_3_sess_1,,Picture,[8065.17903717],[0],3,1,0,0.708628036,f1_f2,,
LN_VTA_5,trial_65_neu_24_f1_f2_acum_r13_l7_task_3_sess_1,,Picture,[8070.1777174],[0],3,2,0,1.02969616,f1_f2,,
LN_VTA_5,trial_67_rew_22_f2_f1_acum_r13_l7_task_3_sess_1,,Picture,[8080.17475172],[0],1,2,1,0.698341278,f2_f1,1,
LN_VTA_5,trial_68_los_22_f1_f2_acum_r14_l7_task_3_sess_1,,Picture,[8085.17325139],[0],2,1,0,0.766376345,f1_f2,,1
LN_VTA_5,trial_69_los_23_f1_f2_acum_r14_l7_task_3_sess_1,,Picture,[8090.17187308],[0],2,2,0,0.838968078,f1_f2,,0
LN_VTA_5,trial_70_los_24_f2_f1_acum_r14_l7_task_3_sess_1,,Picture,[8095.1871124],[0],2,1,0,1.364384868,f2_f1,,0
LN_VTA_5,trial_71_los_25_f1_f2_acum_r14_l7_task_3_sess_1,,Picture,[8100.16901687],[0],2,2,-1,0.647237434,f1_f2,,0
LN_VTA_5,trial_72_rew_23_f1_f2_acum_r14_l8_task_3_sess_1,,Picture,[8105.16756026],[0],1,1,1,0.514745353,f1_f2,1,
LN_VTA_5,trial_73_neu_25_f2_f1_acum_r15_l8_task_3_sess_1,,Picture,[8110.18278361],[0],3,2,0,0.682732867,f2_f1,,
LN_VTA_5,trial_74_los_26_f1_f2_acum_r15_l8_task_3_sess_1,,Picture,[8115.16479414],[0],2,1,-1,1.171235814,f1_f2,,1
LN_VTA_5,trial_75_los_27_f1_f2_acum_r15_l9_task_3_sess_1,,Picture,[8120.17994983],[0],2,2,0,0.554156953,f1_f2,,0
LN_VTA_5,trial_76_rew_24_f2_f1_acum_r15_l9_task_3_sess_1,,Picture,[8125.17840883],[0],1,2,1,0.80197555,f2_f1,1,
LN_VTA_5,trial_77_neu_26_f1_f2_acum_r16_l9_task_3_sess_1,,Picture,[8130.17716129],[0],3,2,0,0.766363041,f1_f2,,
LN_VTA_5,trial_78_rew_25_f1_f2_acum_r16_l9_task_3_sess_1,,Picture,[8135.15893158],[0],1,1,1,0.585669698,f1_f2,1,
LN_VTA_5,trial_79_neu_27_f1_f2_acum_r17_l9_task_3_sess_1,,Picture,[8140.17412262],[0],3,2,0,0.900826035,f1_f2,,
LN_VTA_5,trial_80_neu_28_f1_f2_acum_r17_l9_task_3_sess_1,,Picture,[8145.17268805],[0],3,2,0,0.563101703,f1_f2,,
LN_VTA_5,trial_81_los_28_f2_f1_acum_r17_l9_task_3_sess_1,,Picture,[8150.18790913],[0],2,2,0,0.848507143,f2_f1,,1
LN_VTA_5,trial_82_neu_29_f1_f2_acum_r17_l9_task_3_sess_1,,Picture,[8155.16997401],[0],3,1,0,0.673261083,f1_f2,,
LN_VTA_5,trial_83_neu_30_f1_f2_acum_r17_l9_task_3_sess_1,,Picture,[8160.16857556],[0],3,1,0,0.73325456,f1_f2,,
LN_VTA_5,trial_84_neu_31_f2_f1_acum_r17_l9_task_3_sess_1,,Picture,[8165.18375519],[0],3,2,0,0.759083208,f2_f1,,
LN_VTA_5,trial_85_los_29_f2_f1_acum_r17_l9_task_3_sess_1,,Picture,[8170.16553271],[0],2,2,-1,0.478761469,f2_f1,,1
LN_VTA_5,trial_86_neu_32_f2_f1_acum_r17_l10_task_3_sess_1,,Picture,[8175.18072147],[0],3,2,0,0.619452508,f2_f1,,
LN_VTA_5,trial_87_neu_33_f1_f2_acum_r17_l10_task_3_sess_1,,Picture,[8180.17926714],[0],3,1,0,0.678130587,f1_f2,,
LN_VTA_5,trial_88_los_30_f2_f1_acum_r17_l10_task_3_sess_1,,Picture,[8185.17800401],[0],2,1,0,0.47336056,f2_f1,,0
LN_VTA_5,trial_89_rew_26_f2_f1_acum_r17_l10_task_3_sess_1,,Picture,[8190.17642804],[0],1,2,1,0.428023298,f2_f1,1,
LN_VTA_5,trial_90_los_31_f1_f2_acum_r18_l10_task_3_sess_1,,Picture,[8195.174968],[0],2,2,0,0.545667014,f1_f2,,0
LN_VTA_5,trial_91_neu_34_f2_f1_acum_r18_l10_task_3_sess_1,,Picture,[8200.17370069],[0],3,2,0,0.533480426,f2_f1,,
LN_VTA_5,trial_92_los_32_f2_f1_acum_r18_l10_task_3_sess_1,,Picture,[8205.18880392],[0],2,2,-1,0.479953139,f2_f1,,1
LN_VTA_5,trial_93_rew_27_f2_f1_acum_r18_l11_task_3_sess_1,,Picture,[8210.17067761],[0],1,2,1,0.737108958,f2_f1,1,
LN_VTA_5,trial_94_rew_28_f1_f2_acum_r19_l11_task_3_sess_1,,Picture,[8215.16938331],[0],1,1,1,0.515348221,f1_f2,1,
LN_VTA_5,trial_95_rew_29_f1_f2_acum_r20_l11_task_3_sess_1,,Picture,[8220.18460552],[0],1,1,0,0.498300872,f1_f2,1,
LN_VTA_5,trial_96_los_33_f1_f2_acum_r20_l11_task_3_sess_1,,Picture,[8225.16636175],[0],2,2,-1,0.761552456,f1_f2,,0
LN_VTA_5,trial_97_los_34_f1_f2_acum_r20_l12_task_3_sess_1,,Picture,[8230.18158662],[0],2,1,0,0.692892475,f1_f2,,1
LN_VTA_5,trial_98_rew_30_f2_f1_acum_r20_l12_task_3_sess_1,,Picture,[8235.18015738],[0],1,2,0,0.6039836,f2_f1,1,
LN_VTA_5,trial_99_neu_35_f1_f2_acum_r20_l12_task_3_sess_1,,Picture,[8240.178811],[0],3,1,0,0.724163084,f1_f2,,
LN_VTA_5,trial_101_neu_36_f2_f1_acum_r20_l12_task_3_sess_1,,Picture,[8250.17583809],[0],3,2,0,0.592008548,f2_f1,,
LN_VTA_5,trial_102_rew_31_f1_f2_acum_r20_l12_task_3_sess_1,,Picture,[8255.1743735],[0],1,1,1,0.441887347,f1_f2,1,
LN_VTA_5,trial_103_neu_37_f2_f1_acum_r21_l12_task_3_sess_1,,Picture,[8260.17297999],[0],3,2,0,0.819135414,f2_f1,,
LN_VTA_5,trial_104_los_36_f2_f1_acum_r21_l12_task_3_sess_1,,Picture,[8265.17161954],[0],2,1,0,0.710761449,f2_f1,,0
LN_VTA_5,trial_105_neu_38_f2_f1_acum_r21_l12_task_3_sess_1,,Picture,[8270.17009983],[0],3,2,0,0.597147365,f2_f1,,
LN_VTA_5,trial_106_neu_39_f2_f1_acum_r21_l12_task_3_sess_1,,Picture,[8275.18530722],[0],3,2,0,0.568794923,f2_f1,,
LN_VTA_5,trial_107_rew_32_f1_f2_acum_r21_l12_task_3_sess_1,,Picture,[8280.16720485],[0],1,1,0,0.585662856,f1_f2,1,
LN_VTA_5,trial_108_rew_33_f2_f1_acum_r21_l12_task_3_sess_1,,Picture,[8285.16586037],[0],1,1,0,0.468526978,f2_f1,0,
LN_VTA_5,trial_109_rew_34_f2_f1_acum_r21_l12_task_3_sess_1,,Picture,[8290.18099326],[0],1,2,1,0.975059688,f2_f1,1,
LN_VTA_5,trial_110_los_37_f2_f1_acum_r22_l12_task_3_sess_1,,Picture,[8295.17952562],[0],2,1,0,0.762298248,f2_f1,,0
LN_VTA_5,trial_111_rew_35_f2_f1_acum_r22_l12_task_3_sess_1,,Picture,[8300.17807015],[0],1,2,1,0.563786486,f2_f1,1,
LN_VTA_5,trial_112_rew_36_f2_f1_acum_r23_l12_task_3_sess_1,,Picture,[8305.17680397],[0],1,2,1,0.522830846,f2_f1,1,
LN_VTA_5,trial_113_rew_37_f2_f1_acum_r24_l12_task_3_sess_1,,Picture,[8310.17523789],[0],1,2,1,0.434181212,f2_f1,1,
LN_VTA_5,trial_114_rew_38_f1_f2_acum_r25_l12_task_3_sess_1,,Picture,[8315.15710549],[0],1,2,0,0.443029222,f1_f2,0,
LN_VTA_5,trial_115_los_38_f2_f1_acum_r25_l12_task_3_sess_1,,Picture,[8320.17236419],[0],2,1,0,0.670374086,f2_f1,,0
LN_VTA_5,trial_116_los_39_f1_f2_acum_r25_l12_task_3_sess_1,,Picture,[8325.17092355],[0],2,2,-1,0.670712771,f1_f2,,0
LN_VTA_5,trial_117_neu_40_f2_f1_acum_r25_l13_task_3_sess_1,,Picture,[8330.18611421],[0],3,2,0,0.644452309,f2_f1,,
LN_VTA_5,trial_118_rew_39_f1_f2_acum_r25_l13_task_3_sess_1,,Picture,[8335.16807],[0],1,1,1,0.480931753,f1_f2,1,
LN_VTA_5,trial_119_los_40_f1_f2_acum_r26_l13_task_3_sess_1,,Picture,[8340.16659856],[0],2,2,0,1.381935303,f1_f2,,0
LN_VTA_5,trial_120_rew_40_f1_f2_acum_r26_l13_task_3_sess_1,,Picture,[8345.1819561],[0],1,1,0,0.665429699,f1_f2,1,
LN_VTA_5,trial_1_neu_1_f1_f2_acum_r0_l0_task_3_sess_2,,Picture,[230.47739702],[0],3,1,0,0.662781509,f1_f2,,
LN_VTA_5,trial_2_los_1_f2_f1_acum_r0_l0_task_3_sess_2,,Picture,[235.45915795],[0],2,1,-1,0.966943277,f2_f1,,0
LN_VTA_5,trial_3_los_2_f2_f1_acum_r0_l1_task_3_sess_2,,Picture,[240.4409987],[0],2,2,0,0.662691611,f2_f1,,1
LN_VTA_5,trial_4_los_3_f1_f2_acum_r0_l1_task_3_sess_2,,Picture,[245.4563067],[0],2,1,-1,0.605789497,f1_f2,,1
LN_VTA_5,trial_5_rew_1_f1_f2_acum_r0_l2_task_3_sess_2,,Picture,[250.45477484],[0],1,1,1,0.760824447,f1_f2,1,
LN_VTA_5,trial_6_los_4_f1_f2_acum_r1_l2_task_3_sess_2,,Picture,[255.45320762],[0],2,2,0,1.042863697,f1_f2,,0
LN_VTA_5,trial_7_los_5_f2_f1_acum_r1_l2_task_3_sess_2,,Picture,[260.45176889],[0],2,1,-1,0.689576783,f2_f1,,0
LN_VTA_5,trial_8_rew_2_f1_f2_acum_r1_l3_task_3_sess_2,,Picture,[265.45025451],[0],1,1,0,0.598830918,f1_f2,1,
LN_VTA_5,trial_9_neu_2_f2_f1_acum_r1_l3_task_3_sess_2,,Picture,[270.46558798],[0],3,2,0,0.6975459,f2_f1,,
LN_VTA_5,trial_10_neu_3_f1_f2_acum_r1_l3_task_3_sess_2,,Picture,[275.4306991],[0],3,1,0,0.575305964,f1_f2,,
LN_VTA_5,trial_11_rew_3_f2_f1_acum_r1_l3_task_3_sess_2,,Picture,[280.47920675],[0],1,2,1,0.683156637,f2_f1,1,
LN_VTA_5,trial_12_rew_4_f1_f2_acum_r2_l3_task_3_sess_2,,Picture,[285.4444969],[0],1,1,1,0.570105797,f1_f2,1,
LN_VTA_5,trial_13_rew_5_f2_f1_acum_r3_l3_task_3_sess_2,,Picture,[290.44293159],[0],1,2,0,0.535368965,f2_f1,1,
LN_VTA_5,trial_14_los_6_f2_f1_acum_r3_l3_task_3_sess_2,,Picture,[295.44137615],[0],2,2,-1,0.572343916,f2_f1,,1
LN_VTA_5,trial_15_los_7_f2_f1_acum_r3_l4_task_3_sess_2,,Picture,[300.43997809],[0],2,1,0,0.557439027,f2_f1,,0
LN_VTA_5,trial_16_neu_4_f1_f2_acum_r3_l4_task_3_sess_2,,Picture,[305.45511314],[0],3,1,0,0.683376343,f1_f2,,
LN_VTA_5,trial_17_los_8_f1_f2_acum_r3_l4_task_3_sess_2,,Picture,[310.45365312],[0],2,1,0,0.917176306,f1_f2,,1
LN_VTA_5,trial_18_neu_5_f1_f2_acum_r3_l4_task_3_sess_2,,Picture,[315.45229534],[0],3,1,0,0.599693399,f1_f2,,
LN_VTA_5,trial_19_los_9_f1_f2_acum_r3_l4_task_3_sess_2,,Picture,[320.45071178],[0],2,1,-1,0.48314759,f1_f2,,1
LN_VTA_5,trial_20_rew_6_f2_f1_acum_r3_l5_task_3_sess_2,,Picture,[325.44919969],[0],1,2,0,0.566152219,f2_f1,1,
LN_VTA_5,trial_21_rew_7_f2_f1_acum_r3_l5_task_3_sess_2,,Picture,[330.44774879],[0],1,2,1,0.467493873,f2_f1,1,
LN_VTA_5,trial_22_neu_6_f1_f2_acum_r4_l5_task_3_sess_2,,Picture,[335.44624581],[0],3,1,0,0.682695937,f1_f2,,
LN_VTA_5,trial_23_los_10_f1_f2_acum_r4_l5_task_3_sess_2,,Picture,[340.44483368],[0],2,1,-1,0.734247549,f1_f2,,1
LN_VTA_5,trial_24_neu_7_f1_f2_acum_r4_l6_task_3_sess_2,,Picture,[345.46003905],[0],3,1,0,0.573805459,f1_f2,,
LN_VTA_5,trial_25_los_11_f2_f1_acum_r4_l6_task_3_sess_2,,Picture,[350.4419144],[0],2,2,-1,0.763211761,f2_f1,,1
LN_VTA_5,trial_26_neu_8_f2_f1_acum_r4_l7_task_3_sess_2,,Picture,[355.4571745],[0],3,2,0,0.706652321,f2_f1,,
LN_VTA_5,trial_27_rew_8_f2_f1_acum_r4_l7_task_3_sess_2,,Picture,[360.45555445],[0],1,2,1,0.667692028,f2_f1,1,
LN_VTA_5,trial_28_rew_9_f1_f2_acum_r5_l7_task_3_sess_2,,Picture,[365.45420428],[0],1,1,1,0.562741635,f1_f2,1,
LN_VTA_5,trial_29_rew_10_f1_f2_acum_r6_l7_task_3_sess_2,,Picture,[370.45269295],[0],1,1,0,0.558116392,f1_f2,1,
LN_VTA_5,trial_30_neu_9_f2_f1_acum_r6_l7_task_3_sess_2,,Picture,[375.45110064],[0],3,2,0,0.548930147,f2_f1,,
LN_VTA_5,trial_31_los_12_f1_f2_acum_r6_l7_task_3_sess_2,,Picture,[380.44962123],[0],2,2,-1,0.741526756,f1_f2,,0
LN_VTA_5,trial_32_rew_11_f2_f1_acum_r6_l8_task_3_sess_2,,Picture,[385.44814525],[0],1,2,1,0.929710797,f2_f1,1,
LN_VTA_5,trial_33_neu_10_f2_f1_acum_r7_l8_task_3_sess_2,,Picture,[390.44670081],[0],3,2,0,0.488874406,f2_f1,,
LN_VTA_5,trial_34_rew_12_f1_f2_acum_r7_l8_task_3_sess_2,,Picture,[395.44519327],[0],1,1,0,0.629239378,f1_f2,1,
LN_VTA_5,trial_35_rew_13_f1_f2_acum_r7_l8_task_3_sess_2,,Picture,[400.46042069],[0],1,1,1,0.476660353,f1_f2,1,
LN_VTA_5,trial_36_los_13_f1_f2_acum_r8_l8_task_3_sess_2,,Picture,[405.44227209],[0],2,2,-1,0.763249583,f1_f2,,0
LN_VTA_5,trial_37_neu_11_f1_f2_acum_r8_l9_task_3_sess_2,,Picture,[410.45754778],[0],3,1,0,0.650402675,f1_f2,,
LN_VTA_5,trial_38_los_14_f2_f1_acum_r8_l9_task_3_sess_2,,Picture,[415.45599729],[0],2,2,0,0.665282857,f2_f1,,1
LN_VTA_5,trial_39_los_15_f2_f1_acum_r8_l9_task_3_sess_2,,Picture,[420.43784184],[0],2,2,0,0.474939761,f2_f1,,1
LN_VTA_5,trial_40_los_16_f1_f2_acum_r8_l9_task_3_sess_2,,Picture,[425.45303467],[0],2,1,-1,1.057464304,f1_f2,,1
LN_VTA_5,trial_41_los_17_f1_f2_acum_r8_l10_task_3_sess_2,,Picture,[430.45152713],[0],2,1,-1,0.700410258,f1_f2,,1
LN_VTA_5,trial_42_rew_14_f2_f1_acum_r8_l11_task_3_sess_2,,Picture,[435.45004506],[0],1,2,1,0.544341015,f2_f1,1,
LN_VTA_5,trial_43_neu_12_f2_f1_acum_r9_l11_task_3_sess_2,,Picture,[440.44859492],[0],3,2,0,0.585329033,f2_f1,,
LN_VTA_5,trial_44_rew_15_f1_f2_acum_r9_l11_task_3_sess_2,,Picture,[445.44709233],[0],1,1,1,1.042502208,f1_f2,1,
LN_VTA_5,trial_45_neu_13_f2_f1_acum_r10_l11_task_3_sess_2,,Picture,[450.44581666],[0],3,2,0,0.56463822,f2_f1,,
LN_VTA_5,trial_46_neu_14_f2_f1_acum_r10_l11_task_3_sess_2,,Picture,[455.4609958],[0],3,2,0,0.459558777,f2_f1,,
LN_VTA_5,trial_47_neu_15_f2_f1_acum_r10_l11_task_3_sess_2,,Picture,[460.44269211],[0],3,2,0,0.443951435,f2_f1,,
LN_VTA_5,trial_48_neu_16_f1_f2_acum_r10_l11_task_3_sess_2,,Picture,[465.44121613],[0],3,1,0,0.576258153,f1_f2,,
LN_VTA_5,trial_49_los_18_f2_f1_acum_r10_l11_task_3_sess_2,,Picture,[470.45636714],[0],2,2,-1,0.544253208,f2_f1,,1
LN_VTA_5,trial_50_neu_17_f1_f2_acum_r10_l12_task_3_sess_2,,Picture,[475.43832003],[0],3,1,0,0.695570061,f1_f2,,
LN_VTA_5,trial_51_rew_16_f2_f1_acum_r10_l12_task_3_sess_2,,Picture,[480.43680337],[0],1,2,1,0.611473361,f2_f1,1,
LN_VTA_5,trial_52_neu_18_f2_f1_acum_r11_l12_task_3_sess_2,,Picture,[485.45194906],[0],3,2,0,0.498502346,f2_f1,,
LN_VTA_5,trial_53_los_19_f1_f2_acum_r11_l12_task_3_sess_2,,Picture,[490.45052553],[0],2,2,-1,0.825368018,f1_f2,,0
LN_VTA_5,trial_54_neu_19_f1_f2_acum_r11_l13_task_3_sess_2,,Picture,[495.4490313],[0],3,1,0,0.687414498,f1_f2,,
LN_VTA_5,trial_55_rew_17_f2_f1_acum_r11_l13_task_3_sess_2,,Picture,[500.4475458],[0],1,2,0,0.720786527,f2_f1,1,
LN_VTA_5,trial_56_rew_18_f1_f2_acum_r11_l13_task_3_sess_2,,Picture,[505.44604207],[0],1,1,1,0.577754477,f1_f2,1,
LN_VTA_5,trial_57_rew_19_f2_f1_acum_r12_l13_task_3_sess_2,,Picture,[510.46125352],[0],1,2,1,1.435254398,f2_f1,1,
LN_VTA_5,trial_58_rew_20_f1_f2_acum_r13_l13_task_3_sess_2,,Picture,[515.44315547],[0],1,1,1,0.512155516,f1_f2,1,
LN_VTA_5,trial_59_neu_20_f2_f1_acum_r14_l13_task_3_sess_2,,Picture,[520.45830041],[0],3,2,0,0.530884555,f2_f1,,
LN_VTA_5,trial_60_los_20_f2_f1_acum_r14_l13_task_3_sess_2,,Picture,[525.45693693],[0],2,2,-1,0.586006399,f2_f1,,1
LN_VTA_5,trial_61_neu_21_f1_f2_acum_r14_l14_task_3_sess_2,,Picture,[530.43864617],[0],3,1,0,0.578072443,f1_f2,,
LN_VTA_5,trial_62_los_21_f2_f1_acum_r14_l14_task_3_sess_2,,Picture,[535.45399902],[0],2,1,-1,0.539332236,f2_f1,,0
LN_VTA_5,trial_63_los_22_f2_f1_acum_r14_l15_task_3_sess_2,,Picture,[540.45239532],[0],2,2,0,0.576765417,f2_f1,,1
LN_VTA_5,trial_64_los_23_f1_f2_acum_r14_l15_task_3_sess_2,,Picture,[545.45089804],[0],2,1,-1,0.421061084,f1_f2,,1
LN_VTA_5,trial_65_rew_21_f1_f2_acum_r14_l16_task_3_sess_2,,Picture,[550.44944296],[0],1,1,1,0.567088633,f1_f2,1,
LN_VTA_5,trial_66_los_24_f1_f2_acum_r15_l16_task_3_sess_2,,Picture,[555.44794645],[0],2,1,-1,0.611226476,f1_f2,,1
LN_VTA_5,trial_67_los_25_f2_f1_acum_r15_l17_task_3_sess_2,,Picture,[560.44648908],[0],2,2,0,0.772929598,f2_f1,,1
LN_VTA_5,trial_68_rew_22_f1_f2_acum_r15_l17_task_3_sess_2,,Picture,[565.44498573],[0],1,1,0,0.504180318,f1_f2,1,
LN_VTA_5,trial_69_neu_22_f2_f1_acum_r15_l17_task_3_sess_2,,Picture,[570.44354167],[0],3,2,0,0.514447611,f2_f1,,
LN_VTA_5,trial_70_neu_23_f1_f2_acum_r15_l17_task_3_sess_2,,Picture,[575.45872956],[0],3,1,0,0.537339482,f1_f2,,
LN_VTA_5,trial_71_rew_23_f2_f1_acum_r15_l17_task_3_sess_2,,Picture,[580.45725471],[0],1,2,1,0.63927252,f2_f1,1,
LN_VTA_5,trial_72_rew_24_f1_f2_acum_r16_l17_task_3_sess_2,,Picture,[585.43909774],[0],1,1,1,1.253861496,f1_f2,1,
LN_VTA_5,trial_73_rew_25_f2_f1_acum_r17_l17_task_3_sess_2,,Picture,[590.45431528],[0],1,2,0,0.622884611,f2_f1,1,
LN_VTA_5,trial_74_los_26_f2_f1_acum_r17_l17_task_3_sess_2,,Picture,[595.45279178],[0],2,2,-1,0.500940595,f2_f1,,1
LN_VTA_5,trial_75_los_27_f2_f1_acum_r17_l18_task_3_sess_2,,Picture,[600.45134278],[0],2,1,0,0.423826043,f2_f1,,0
LN_VTA_5,trial_76_neu_24_f1_f2_acum_r17_l18_task_3_sess_2,,Picture,[605.44983942],[0],3,1,0,0.59966508,f1_f2,,
LN_VTA_5,trial_77_los_28_f1_f2_acum_r17_l18_task_3_sess_2,,Picture,[610.44851966],[0],2,2,0,0.681756482,f1_f2,,0
LN_VTA_5,trial_78_neu_25_f1_f2_acum_r17_l18_task_3_sess_2,,Picture,[615.44686046],[0],3,1,0,0.601496096,f1_f2,,
LN_VTA_5,trial_79_los_29_f1_f2_acum_r17_l18_task_3_sess_2,,Picture,[620.44543883],[0],2,2,0,0.98499457,f1_f2,,0
LN_VTA_5,trial_80_rew_26_f2_f1_acum_r17_l18_task_3_sess_2,,Picture,[625.44393091],[0],1,2,0,1.381293616,f2_f1,1,
LN_VTA_5,trial_81_rew_27_f2_f1_acum_r17_l18_task_3_sess_2,,Picture,[630.44248267],[0],1,2,1,0.640974486,f2_f1,1,
LN_VTA_5,trial_82_neu_26_f1_f2_acum_r18_l18_task_3_sess_2,,Picture,[635.45781804],[0],3,1,0,0.578694692,f1_f2,,
LN_VTA_5,trial_83_los_30_f1_f2_acum_r18_l18_task_3_sess_2,,Picture,[640.43954628],[0],2,2,0,0.807519896,f1_f2,,0
