Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time
VTA_P4_s1_actual_ses1,trial_1_neu_1_f1_f2_acum_r0_l0_task_2_sess_1,Picture,[10295.10752209],[0],3,[1],0,0.695178333651711
VTA_P4_s1_actual_ses1,trial_2_neu_2_f2_f1_acum_r0_l0_task_2_sess_1,Picture,[10300.10604686],[0],3,[2],0,0.9073917874247854
VTA_P4_s1_actual_ses1,trial_3_rew_1_f1_f2_acum_r0_l0_task_2_sess_1,Picture,[10305.12127813],[0],1,[2],0,1.0336517317537073
VTA_P4_s1_actual_ses1,trial_4_neu_3_f1_f2_acum_r0_l0_task_2_sess_1,Picture,[10310.10312984],[0],3,[2],0,1.3741175115592341
VTA_P4_s1_actual_ses1,trial_5_neu_4_f1_f2_acum_r0_l0_task_2_sess_1,Picture,[10315.11836074],[0],3,[2],0,1.2441831691176048
VTA_P4_s1_actual_ses1,trial_7_rew_2_f2_f1_acum_r0_l0_task_2_sess_1,Picture,[10325.11544905],[0],1,[2],1,0.7972909842774243
VTA_P4_s1_actual_ses1,trial_8_los_2_f1_f2_acum_r1_l0_task_2_sess_1,Picture,[10330.11398522],[0],2,[1],0,0.8348041315639421
VTA_P4_s1_actual_ses1,trial_9_los_3_f1_f2_acum_r1_l0_task_2_sess_1,Picture,[10335.11253393],[0],2,[1],-1,0.6053523852879152
VTA_P4_s1_actual_ses1,trial_10_los_4_f2_f1_acum_r1_l1_task_2_sess_1,Picture,[10340.11105033],[0],2,[2],-1,0.978851256912094
VTA_P4_s1_actual_ses1,trial_11_los_5_f1_f2_acum_r1_l2_task_2_sess_1,Picture,[10345.09291269],[0],2,[2],-1,1.290969073324959
VTA_P4_s1_actual_ses1,trial_12_rew_3_f1_f2_acum_r1_l3_task_2_sess_1,Picture,[10350.10813712],[0],1,[1],1,0.9835854203975032
VTA_P4_s1_actual_ses1,trial_14_los_6_f1_f2_acum_r2_l3_task_2_sess_1,Picture,[10360.12192547],[0],2,[1],-1,0.5918610931912553
VTA_P4_s1_actual_ses1,trial_15_los_7_f1_f2_acum_r2_l4_task_2_sess_1,Picture,[10365.10379125],[0],2,[2],0,1.0054617068526568
VTA_P4_s1_actual_ses1,trial_16_rew_4_f2_f1_acum_r2_l4_task_2_sess_1,Picture,[10370.10230803],[0],1,[1],0,0.824900190857079
VTA_P4_s1_actual_ses1,trial_17_neu_6_f1_f2_acum_r2_l4_task_2_sess_1,Picture,[10375.11753741],[0],3,[2],0,0.9021805774791574
